VentaID,Fecha,ClienteID,NombreCliente,Zona,ProductoID,Producto,Categoria,Cantidad,PrecioUnitario,TotalVenta
319,2023-05-16,9,Carmen Rivera,Este,7,Muffin Arándanos,Pasteles,4,3.50,14.00
320,2023-03-02,,Pedro Ramírez,Norte,8,Tarta Manzana,Pasteles,3,12.00,36.00
321,2024-06-27,,,,5,Donas,Panes,8,2.00,16.00
322,2024-05-07,,Ana Martínez,Centro,9,Baguette,Panes,5,2.50,12.50
323,2024-06-29,8,Miguel Flores,Centro,8,Tarta Manzana,Pasteles,2,,24.00
324,2024-07-24,,Sofia Torres,Sur,10,Empanada,,4,3.00,12.00
325,,4,Juan Rodríguez,Este,3,Pastel Chocolate,Pasteles,7,15.00,105.00
326,2023-12-08,7,Sofia Torres  ,Sur,6,Pan Integral,Panes,8,,16.00
327,2024-05-09,5,Laura Sánchez,Oeste,2,Croissant,Panes,2,2.50,
328,2023-09-10,1,María González,,8,Tarta Manzana,Pasteles,9,12.00,108.00
329,2023-03-01,1,María González,Norte,4,Galletas Avena,Galletas,3,3.00,9.00
330,2024-07-18,,Juan Rodríguez,Este,7,Muffin Arándanos,,4,3.50,14.00
331,,5,Laura Sánchez,Oeste,9,Baguette,Panes,10,2.50,25.00
332,2023-01-23,3,Ana Martínez,Centro,6,Pan Integral,Panes,4,2.00,8.00
333,2024-02-01,4,Juan Rodríguez,Este,2,Croissant,Panes,5,2.50,12.50
334,2023-09-14,2,,Sur,8,,,2,12.00,24.00
335,2024-05-29,,Sofia Torres,Sur  ,10,Empanada,Salados,8,3.00,24.00
336,2024-06-27,4,Juan Rodríguez,Este,5,Donas,Panes  ,8,2.00,16.00
337,,8,,Centro,8,Tarta Manzana,Pasteles,8,12.00,
338,2023-12-05,8,Miguel Flores  ,Centro,3,Pastel Chocolate,Pasteles,,15.00,60.00
339,2023-03-20,9,Carmen Rivera,,,Muffin Arándanos,Pasteles,8,3.50,28.00
340,2024-06-29,9,Carmen Rivera,Este,6,Pan Integral,,8,,16.00
341,2023-08-21,6,Pedro Ramírez,Norte,6,Pan Integral  ,Panes,7,2.00,
342,2023-02-12,7,Sofia Torres,,10,Empanada,Salados,9,,27.00
343,2023-09-13,7,,Sur,2,Croissant,,10,2.50,25.00
344,2023-02-28,6,Pedro Ramírez,Norte,6,Pan Integral,Panes,,2.00,6.00
345,2024-03-24,1,María González,Norte,4,Galletas Avena,Galletas,8,3.00,24.00
346,2023-10-20,5,Laura Sánchez,,6,Pan Integral,Panes,9,2.00,18.00
347,2023-02-13,9,Carmen Rivera,,3,Pastel Chocolate,Pasteles,7,15.00,
348,2024-08-15,8,Miguel Flores,Centro,,Donas,Panes,4,2.00,8.00
349,,2,Carlos López  ,Sur,1,Pan Francés,Panes,3,1.50,4.50
350,2023-05-25,,José Gómez,Oeste  ,3,Pastel Chocolate,Pasteles  ,4,15.00,60.00
351,2023-03-17,7,Sofia Torres,Sur,8,Tarta Manzana,Pasteles,10,12.00,120.00
352,2024-03-18,5,Laura Sánchez,Oeste,,Muffin Arándanos,Pasteles,9,3.50,31.50
353,2023-03-12,2,Carlos López,Sur,8,Tarta Manzana,,6,,72.00
354,,,María González,Norte,4,Galletas Avena,Galletas,9,3.00,27.00
355,2023-08-29,10,José Gómez,Oeste,6,,Panes,7,2.00,14.00
356,,4,Juan Rodríguez,Este,8,Tarta Manzana,Pasteles,2,12.00,24.00
357,2024-08-10,3,Ana Martínez,,2,Croissant,Panes,6,2.50,15.00
358,2024-03-08,8,Miguel Flores,Centro,4,Galletas Avena,Galletas,,3.00,
359,2023-01-03,5,Laura Sánchez,Oeste,8,,,5,12.00,60.00
360,2024-02-22,8,Miguel Flores,,6,Pan Integral,Panes,9,2.00,18.00
361,,1,María González,Norte,6,Pan Integral,Panes,9,2.00,
362,2023-02-16,5,Laura Sánchez,Oeste,,Empanada  ,Salados,8,3.00,24.00
363,2023-02-10,3,Ana Martínez,,6,Pan Integral,Panes,5,2.00,10.00
364,2023-04-02,6,Pedro Ramírez,Norte,1,Pan Francés,Panes,3,1.50,4.50
365,2024-07-30,5,Laura Sánchez,Oeste,7,Muffin Arándanos,Pasteles,1,3.50,3.50
366,2024-06-29,4,Juan Rodríguez,Este,9,Baguette,Panes,5,2.50,12.50
367,2024-02-21,9,Carmen Rivera,,8,Tarta Manzana,Pasteles,2,12.00,24.00
368,2023-08-08,9,Carmen Rivera,Este,10,Empanada,Salados,,,
369,2024-05-14,7,Sofia Torres,Sur,3,Pastel Chocolate,Pasteles,5,,75.00
370,,1,María González  ,,5,Donas,,10,2.00,20.00
371,2023-09-04,8,Miguel Flores,Centro,9,Baguette,,7,2.50,17.50
372,2024-03-18,5,Laura Sánchez,Oeste,5,Donas,Panes,,2.00,16.00
373,2024-01-30,4,Juan Rodríguez,Este,,Baguette  ,Panes,3,,7.50
374,2024-07-31,7,Sofia Torres,Sur,4,,,5,3.00,15.00
375,2023-02-22,7,Sofia Torres,Sur,6,,Panes,4,2.00,
376,2023-01-31,10,José Gómez,Oeste,7,Muffin Arándanos,Pasteles,3,,10.50
377,2023-10-19,8,Miguel Flores,Centro  ,,Baguette,Panes,4,2.50,10.00
378,2024-05-19,1,María González,Norte,3,Pastel Chocolate,Pasteles,2,15.00,30.00
379,2023-01-31,7,Sofia Torres,Sur,3,Pastel Chocolate,Pasteles,2,15.00,30.00
380,2023-04-14,4,Juan Rodríguez,Este,,Empanada,Salados,8,3.00,24.00
381,2024-01-06,9,Carmen Rivera,Este  ,9,Baguette,Panes,3,2.50,7.50
382,2023-08-05,6,Pedro Ramírez,Norte,4,Galletas Avena,Galletas,7,3.00,21.00
383,2024-09-28,6,,,3,Pastel Chocolate,Pasteles,1,15.00,15.00
384,2023-07-21,1,María González,Norte,9,Baguette,Panes,7,2.50,17.50
385,2023-11-08,1,María González,Norte,2,Croissant,Panes,7,2.50,17.50
386,2023-04-20,7,Sofia Torres,Sur,9,Baguette,Panes,1,2.50,2.50
387,2023-03-02,4,Juan Rodríguez,,5,,Panes,1,,2.00
388,2023-02-26,4,Juan Rodríguez,Este  ,7,Muffin Arándanos,Pasteles,7,3.50,24.50
389,2023-05-17,1,María González,Norte,3,Pastel Chocolate,Pasteles,2,15.00,
390,2024-06-01,4,Juan Rodríguez,Este,8,Tarta Manzana,,7,12.00,84.00
391,2024-04-26,3,Ana Martínez,Centro,1,Pan Francés,,2,1.50,3.00
392,2023-05-06,9,Carmen Rivera,Este,1,Pan Francés,Panes,5,1.50,7.50
393,2023-04-25,7,Sofia Torres,Sur,9,Baguette,Panes,,2.50,
394,2023-05-26,10,José Gómez,Oeste,3,Pastel Chocolate,Pasteles,1,15.00,15.00
395,2024-02-11,2,Carlos López,Sur,1,Pan Francés,Panes,10,1.50,15.00
396,2023-08-16,1,María González  ,Norte,3,Pastel Chocolate,Pasteles,2,,30.00
397,2023-05-20,6,Pedro Ramírez,Norte,1,Pan Francés,Panes  ,4,1.50,6.00
398,2023-08-21,6,,Norte,9,Baguette,Panes,2,2.50,5.00
399,2023-01-04,1,María González,Norte,7,Muffin Arándanos,Pasteles,6,3.50,21.00
400,2023-07-28,6,Pedro Ramírez,Norte,,Muffin Arándanos,Pasteles,4,3.50,14.00
401,2024-09-03,8,,,8,Tarta Manzana,Pasteles,9,12.00,108.00
402,2024-07-10,8,Miguel Flores,Centro,2,Croissant,Panes  ,1,,2.50
403,2023-04-09,,José Gómez,Oeste,,,Panes,6,,15.00
404,2024-09-27,7,Sofia Torres,Sur  ,1,Pan Francés,Panes,3,1.50,4.50
405,2023-10-18,5,Laura Sánchez,Oeste,9,Baguette,Panes,9,2.50,22.50
406,2024-05-03,5,Laura Sánchez,Oeste,7,Muffin Arándanos,,4,3.50,14.00
407,2023-01-21,1,María González,Norte,10,Empanada  ,Salados,4,3.00,12.00
408,,,Carmen Rivera,Este,9,Baguette,Panes,2,2.50,5.00
409,2024-01-22,5,Laura Sánchez,Oeste,2,,Panes,,2.50,15.00
410,2024-05-02,9,Carmen Rivera,Este,8,,Pasteles,6,12.00,72.00
411,2023-03-01,5,,,6,Pan Integral,Panes,2,,4.00
412,2023-06-15,5,Laura Sánchez,Oeste,6,Pan Integral,Panes,,2.00,
413,2023-09-23,5,Laura Sánchez,Oeste,3,Pastel Chocolate,Pasteles,1,15.00,15.00
414,2024-02-18,1,María González,Norte,3,,Pasteles,6,15.00,90.00
415,2023-06-23,8,Miguel Flores,Centro,9,Baguette,Panes,3,2.50,7.50
416,2023-02-27,,Miguel Flores,Centro,5,Donas,Panes,2,,4.00
417,2024-07-24,9,Carmen Rivera,Este,5,Donas,Panes,,2.00,4.00
418,2024-05-03,,Juan Rodríguez,Este,4,Galletas Avena,Galletas,2,3.00,6.00
419,2024-04-06,,Juan Rodríguez,,4,Galletas Avena,Galletas,9,3.00,27.00
420,2023-04-27,5,,Oeste,2,Croissant,Panes,10,2.50,25.00
421,2024-03-14,,,Este,4,Galletas Avena,Galletas,5,3.00,15.00
422,2023-07-01,6,Pedro Ramírez,Norte,1,Pan Francés,Panes,7,1.50,10.50
423,,2,Carlos López,Sur,8,Tarta Manzana,Pasteles,2,12.00,24.00
424,2024-07-08,1,María González,Norte,9,Baguette,Panes,7,2.50,17.50
425,2023-06-25,3,Ana Martínez,Centro,3,Pastel Chocolate,Pasteles,8,15.00,120.00
426,2023-05-31,,Laura Sánchez,Oeste  ,1,Pan Francés,Panes,5,1.50,7.50
427,,6,Pedro Ramírez,Norte,7,Muffin Arándanos,Pasteles,2,3.50,7.00
428,2023-10-28,6,Pedro Ramírez,,6,Pan Integral,Panes,7,2.00,14.00
429,2023-09-25,1,María González,Norte,,Pan Integral,Panes,6,2.00,12.00
430,2023-04-02,5,Laura Sánchez,,5,Donas,Panes,8,2.00,16.00
431,2023-03-08,3,Ana Martínez  ,Centro,8,Tarta Manzana,Pasteles,5,12.00,60.00
432,2023-03-19,5,Laura Sánchez,Oeste  ,6,,Panes,3,2.00,
433,2023-05-07,,Carlos López,Sur,10,Empanada,Salados,2,,6.00
434,2023-05-23,1,María González,Norte,7,Muffin Arándanos,Pasteles,4,3.50,14.00
435,2024-04-27,1,María González,Norte,,Empanada,Salados,5,,15.00
436,2024-06-22,7,Sofia Torres  ,Sur,2,Croissant,Panes,5,2.50,12.50
437,2024-01-08,3,Ana Martínez  ,Centro,8,Tarta Manzana,Pasteles,2,,24.00
438,2023-04-14,10,José Gómez,Oeste,1,Pan Francés,Panes,,1.50,15.00
439,2024-08-04,6,Pedro Ramírez,Norte,2,Croissant,Panes,5,2.50,12.50
440,2023-11-15,3,Ana Martínez,Centro,9,Baguette,,5,2.50,12.50
441,,5,Laura Sánchez,Oeste,5,Donas,,4,2.00,8.00
442,2024-02-20,4,Juan Rodríguez,,,Empanada,Salados,1,3.00,3.00
443,2023-03-30,8,Miguel Flores,Centro,,Tarta Manzana  ,Pasteles,3,,36.00
444,,9,Carmen Rivera,,1,Pan Francés,Panes,4,1.50,6.00
445,2023-01-21,3,Ana Martínez,Centro,9,Baguette,Panes,,2.50,7.50
446,2024-02-16,5,Laura Sánchez,Oeste,9,Baguette,Panes,2,2.50,5.00
447,2024-02-15,6,Pedro Ramírez,Norte,7,,Pasteles,5,3.50,17.50
448,2023-09-18,5,Laura Sánchez,Oeste,8,Tarta Manzana,Pasteles,3,12.00,
449,2023-08-04,4,Juan Rodríguez,Este,3,Pastel Chocolate,,2,15.00,30.00
450,2023-11-09,,María González,Norte  ,,Pan Francés,Panes,5,1.50,7.50
451,2024-06-03,9,,Este,1,Pan Francés,Panes,,1.50,12.00
452,2023-04-13,8,Miguel Flores,Centro,4,Galletas Avena,Galletas,5,3.00,15.00
453,2023-05-16,8,Miguel Flores,Centro,8,,Pasteles,3,12.00,36.00
454,2023-02-19,2,Carlos López,Sur,6,Pan Integral  ,Panes,9,2.00,18.00
455,2024-02-04,9,Carmen Rivera,Este,5,Donas,Panes,9,2.00,18.00
456,2024-03-22,1,María González,Norte,1,Pan Francés  ,Panes,2,1.50,3.00
457,2023-09-12,2,,Sur  ,2,Croissant,Panes,10,2.50,25.00
458,2023-09-04,5,Laura Sánchez,Oeste,10,Empanada,Salados,6,3.00,18.00
459,2024-03-13,3,Ana Martínez,Centro,,Muffin Arándanos,Pasteles,6,,
460,2023-02-11,1,María González,Norte,7,Muffin Arándanos,Pasteles,10,3.50,35.00
461,2023-02-05,10,José Gómez,Oeste,8,Tarta Manzana,Pasteles,9,12.00,
462,2024-09-02,5,Laura Sánchez,Oeste,10,Empanada,Salados  ,8,3.00,24.00
463,,4,Juan Rodríguez,,6,Pan Integral,Panes,2,2.00,4.00
464,2023-11-04,5,Laura Sánchez,Oeste,2,Croissant,Panes,9,2.50,22.50
465,2023-05-07,2,Carlos López,Sur,1,Pan Francés,Panes,1,1.50,1.50
466,2024-06-14,3,Ana Martínez,Centro,3,Pastel Chocolate,Pasteles,5,15.00,75.00
467,2024-09-18,10,José Gómez,Oeste,,Baguette,Panes,,2.50,2.50
468,2024-05-04,5,Laura Sánchez,Oeste,9,Baguette,Panes,2,2.50,5.00
469,2024-04-21,8,Miguel Flores,Centro,3,,Pasteles,9,15.00,135.00
470,2024-01-15,6,Pedro Ramírez,Norte,4,Galletas Avena,Galletas,8,3.00,
471,2024-01-05,6,Pedro Ramírez  ,Norte,1,Pan Francés,Panes,7,,10.50
472,2023-05-25,3,Ana Martínez,Centro,3,Pastel Chocolate,Pasteles,8,15.00,120.00
473,2024-07-18,5,Laura Sánchez,Oeste,9,Baguette,Panes,1,2.50,2.50
474,2024-05-20,3,Ana Martínez,Centro,8,Tarta Manzana,Pasteles,3,12.00,36.00
475,2024-01-03,1,María González,Norte,6,Pan Integral,Panes,6,2.00,12.00
476,2023-06-13,4,Juan Rodríguez,Este,2,,Panes,5,2.50,12.50
477,,2,Carlos López,Sur,,Galletas Avena,Galletas,7,3.00,21.00
478,,,Carmen Rivera,Este,6,Pan Integral,Panes,1,2.00,2.00
479,2023-02-26,9,Carmen Rivera,Este,3,Pastel Chocolate,Pasteles,6,,90.00
480,2023-11-24,7,Sofia Torres,Sur,7,Muffin Arándanos,Pasteles,5,3.50,17.50
481,2023-09-18,2,,Sur  ,4,,Galletas,2,3.00,6.00
482,2023-07-07,9,Carmen Rivera,Este,9,Baguette,Panes,9,2.50,22.50
483,2024-01-15,6,Pedro Ramírez,,3,Pastel Chocolate,,9,15.00,135.00
484,2023-09-01,7,,Sur,3,Pastel Chocolate,,8,15.00,120.00
485,2023-03-06,2,Carlos López,Sur,8,Tarta Manzana,Pasteles,1,12.00,12.00
486,2023-07-19,6,Pedro Ramírez,Norte,4,Galletas Avena,Galletas,1,3.00,3.00
487,2024-02-01,8,Miguel Flores,Centro,1,,Panes,1,1.50,1.50
488,2023-06-11,7,Sofia Torres,Sur,6,Pan Integral,Panes,2,2.00,4.00
489,2024-01-01,6,Pedro Ramírez,,3,Pastel Chocolate,Pasteles,1,15.00,15.00
490,2023-09-14,4,,Este,9,Baguette,Panes,7,2.50,17.50
491,2023-07-07,7,Sofia Torres,Sur,2,Croissant,Panes,5,2.50,12.50
492,2024-05-07,8,Miguel Flores  ,Centro,9,Baguette,Panes,9,2.50,22.50
493,2024-04-30,10,José Gómez,Oeste,10,,,3,3.00,9.00
494,,,Miguel Flores,Centro,2,Croissant,Panes,1,2.50,2.50
495,2023-10-24,2,Carlos López,Sur  ,1,Pan Francés,Panes,7,1.50,10.50
496,2023-10-28,1,María González,Norte,3,Pastel Chocolate,Pasteles,7,15.00,105.00
497,2024-04-29,7,Sofia Torres,Sur,8,Tarta Manzana,Pasteles,6,12.00,72.00
498,2024-05-18,6,Pedro Ramírez,Norte,10,,Salados,7,,21.00
499,2024-09-14,10,José Gómez,Oeste,7,,Pasteles,,3.50,10.50
500,2024-09-22,1,María González,Norte,3,Pastel Chocolate,Pasteles,10,15.00,150.00
